parent_term,count,label
ENVO:00000176,39,elevated landform
ENVO:01000886,35,area of developed space with high usage intensity
ENVO:01001269,35,area of developed space
ENVO:01000892,35,area of cropland
ENVO:01001816,34,biomaterial containment unit
ENVO:00003074,34,manufactured product
ENVO:00010622,34,vivarium
ENVO:01000941,31,planetary subsurface zone
ENVO:00000260,31,prairie
ENVO:01001776,31,subsurface zone of an astronomical body
ENVO:01000891,30,area of pastureland or hayfields
ENVO:01000887,29,area of sedge- and forb-dominated herbaceous vegetation
ENVO:01001654,29,aerosol formation process
ENVO:01000839,29,combustion process
ENVO:01000840,29,thermolysis
ENVO:00000032,29,bay
ENVO:00000038,29,lagoon
ENVO:01000786,29,fire
ENVO:03000043,29,material transformation process
ENVO:01001292,29,land fire
ENVO:01000787,29,wildfire
ENVO:01000788,29,conflagration
ENVO:01000621,26,microcosm
ENVO:00000033,26,pond
ENVO:00000297,26,paddy field
ENVO:01000861,24,area of dwarf scrub
ENVO:00000232,24,fen
ENVO:00000026,24,well
ENVO:01000333,22,hillside
ENVO:00000501,22,submerged bed
ENVO:01001378,21,marine bed
ENVO:01000059,20,sea grass bed
ENVO:00000014,20,canal
ENVO:01001491,17,flattened elevation
ENVO:00000210,15,marine aphotic zone
ENVO:00000213,15,marine mesopelagic zone
ENVO:06105011,15,water column
ENVO:01001520,14,area of sea ice
ENVO:01000003,13,oil well
ENVO:02500027,13,anthropogenic environmental process
ENVO:01001041,12,fungi-associated environment
ENVO:01001000,12,environmental system determined by an organism
ENVO:2100000,12,anatomical entity environment
ENVO:01000894,12,area of emergent herbaceous wetland
ENVO:01001246,12,agricultural process
ENVO:00000209,11,marine photic zone
ENVO:00012408,11,aquifer
ENVO:01001568,11,frost heave
ENVO:00000489,11,palsa
ENVO:01000791,10,forest fire
ENVO:00000053,10,freshwater marsh
ENVO:00000477,9,mount
ENVO:03600114,9,
ENVO:00000011,9,garden
ENVO:01000620,8,mesocosm
ENVO:01001899,8,reef
ENVO:01000143,8,marine reef
ENVO:00000067,8,cave
ENVO:00000150,8,coral reef
ENVO:00000511,7,blanket bog
ENVO:00000300,7,scrubland area
ENVO:01001870,6,gas well
ENVO:01000667,6,geological fracture
ENVO:00001996,6,mine drainage
ENVO:00001997,6,acid mine drainage
ENVO:03000010,6,material transport process
ENVO:01000122,6,marine hydrothermal vent
ENVO:01000875,6,precipitation process
ENVO:01000703,6,hydrological precipitation process
ENVO:00000215,6,hydrothermal vent
ENVO:00000081,6,mountain
ENVO:1000745,6,drought
ENVO:00000444,5,woodland clearing
ENVO:00000533,5,landfill
ENVO:00000248,5,glacial valley
ENVO:00000247,4,volcano
ENVO:00002168,4,gold mine
ENVO:00000305,4,peninsula
ENVO:00000195,4,sinkhole
ENVO:01001781,4,part of a landmass
ENVO:00000055,4,saline evaporation pond
ENVO:01000687,3,coast
ENVO:00000083,3,hill
ENVO:00000562,3,park
ENVO:01001679,3,fluid front
ENVO:01000002,3,water well
ENVO:00000275,3,ocean trench
ENVO:00002269,3,thermocline
ENVO:00000264,3,seamount
ENVO:01000649,3,trench
ENVO:00002132,3,metalimnion
ENVO:03600063,3,tube well
ENVO:01000258,3,fluid cline
ENVO:04000010,3,soil surface layer
ENVO:06105266,3,soil layer
ENVO:01000230,2,arid
ENVO:00000254,2,till plain
ENVO:00000216,2,fumarole
ENVO:00000481,2,pinnacle
ENVO:00000019,2,saline lake
ENVO:01000628,2,plant litter
ENVO:00000128,2,dry valley
ENVO:00000131,2,obsolete glacial feature
ENVO:00000406,1,mid-ocean ridge
ENVO:01001868,1,hydraulic fracturing
ENVO:00000446,1,terrestrial biome
ENVO:01000361,1,primary cave
ENVO:00000426,1,ocean floor
ENVO:00000550,1,range of seamounts
ENVO:00000080,1,mountain range
ENVO:00000478,1,range of mounts
ENVO:00000110,1,lava tunnel
ENVO:00000322,1,volcanic cave
ENVO:01001866,1,well intervention
ENVO:00002184,1,subsurface landform
ENVO:00002185,1,oil reservoir
ENVO:00000244,1,abyssal plain
ENVO:00000384,1,river bed
OBI:0000011,1,planned process
ENVO:01001867,1,well stimulation
ENVO:00002063,1,oil seep
ENVO:01000686,1,marine water mass
ENVO:00000383,1,stream bed
ENVO:01000065,1,marine oxygen minimum zone
ENVO:00000402,1,mud volcano
ENVO:00000050,1,geyser
ENVO:00000016,1,sea
ENVO:01000176,1,shrubland biome
ENVO:00000428,1,biome
